name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Private Parking,Airport Shuttle (free),Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Baggage Storage,Laundry,Free WiFi,Air Conditioning,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Designated Smoking Area,Facilities for Disabled Guests,good Spa & Wellness Center,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
The Smyth,10007,394,8.5,9,8.7,8.2,8.6,7.7,9,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.7 miles from center)
The James New York - NoMad,10016,514,8.2,8.4,8.4,7.7,8.3,7.7,8.6,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Conrad New York,10282,"1,078",9.1,9.5,9.4,9.1,8.9,8.4,9,9.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,(3.7 miles from center)
La Quinta Inn & Suites Manhattan,10001,"6,434",8.0,8.3,7.8,7.5,7.9,7.5,8.6,8.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.5 miles from center)
Four Points by Sheraton Manhattan SoHo Village,10014,"1,368",8.1,8.2,7.9,7.6,8.7,7.6,8.7,8.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,10007,"1,380",8.8,8.9,8.9,8.6,8.9,8.1,8.8,9.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Kimpton Ink48 Hotel,10036,800,8.7,9.2,9,8.8,9,8.1,8,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,(0.8 miles from center)
Hilton Garden Inn West 35th Street,10001,"1,985",8.6,8.7,8.5,8.2,8.7,8,8.4,9.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,(1.3 miles from center)
Hilton New York Fashion District,10001,"1,216",8.2,8.5,8.2,7.9,8.3,7.5,8.3,8.8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,(1.7 miles from center)
Leon Hotel,10002,"1,390",8.3,8.7,8.5,7.8,8.6,8.1,7.2,8.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Kimpton Hotel Eventi,10001,827,8.7,9,8.9,8.7,8.8,7.9,8.3,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,(1.5 miles from center)
INNSIDE by Melià New York Nomad,10001,"1,405",8.6,8.7,8.6,8.5,8.8,7.8,8.7,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
"ELEVATOR, KING BED, TIMES SQUARE",10019,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
The Hotel at Times Square,10036,"7,343",7.9,7.9,7.8,7.5,7.6,7.6,8.5,9.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,(0.8 miles from center)
AKA United Nations,10017,135,9.2,9.3,9.5,9.3,9.4,8.4,9.5,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,(1.2 miles from center)
Hilton Garden Inn New York/Manhattan-Chelsea,10001,"1,111",8.3,8.5,8.1,7.9,8.6,7.7,7.6,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.6 miles from center)
Staybridge Suites - Times Square - New York City,10018,"2,691",8.2,8.1,8.1,7.9,8.4,7.6,8,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Viceroy Central Park New York,10019,"1,349",7.9,8.2,7.8,7.4,8.3,6.9,7.3,9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"(1,650 feet from center)"
The Iroquois New York,10036,692,8.9,9.2,8.7,8.4,9.2,8,8.8,9.6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.9 miles from center)
Hotel 48LEX New York,10017,759,8.4,8.5,8.6,8,8.6,7.5,8.6,9.1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Moderne Hotel,10019,735,8.6,8.6,8.2,7.9,9.1,8.1,8.9,9.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"(1,150 feet from center)"
Hilton Garden Inn Times Square,10019,"1,928",8.3,8.5,8.4,7.8,8.2,7.6,8.4,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"(2,950 feet from center)"
Gramercy Park Hotel,10010,319,8.4,8.9,8.7,8.4,8.3,7.3,8.2,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(2.1 miles from center)
Crosby Street Hotel,10012,232,9.4,9.8,9.7,9.5,9.5,8.1,9.4,9.7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,(3.1 miles from center)
Hilton Garden Inn Times Square Central,10036,"1,448",8.3,8.5,8.3,8,8.1,7.6,8.6,9.3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.9 miles from center)
The Kimpton Muse Hotel,10036,897,8.9,9.2,8.9,8.6,9,8,7.3,9.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(0.7 miles from center)
Hampton Inn Manhattan-Times Square North,10019,"1,676",8.2,8.2,8.2,7.9,8.3,7.6,8.1,9.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"(2,150 feet from center)"
Hilton Garden Inn New York Manhattan Midtown East,10022,926,8.4,8.7,8.4,8.1,8.7,7.9,8.3,8.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1 miles from center)
Mondrian Park Avenue,10016,268,8.8,9.2,8.9,8.5,9.1,8.2,9.1,9.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.6 miles from center)
Hampton Inn Manhattan/Downtown- Financial District,10004,704,8.3,8.7,8.2,8,8.5,7.8,7.9,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Hilton Garden Inn New York/Tribeca,10013,612,8.2,8.4,8,7.9,8.5,7.7,7.8,8.8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(3.1 miles from center)
The Gregory,10001,"2,155",7.9,8,7.8,7.3,8.1,7.2,7.4,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,(1.3 miles from center)
Crowne Plaza HY36 Midtown Manhattan,10018,348,8.7,9.2,8.9,8.6,8.9,7.9,8.7,8.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(1.2 miles from center)
Hotel 32 32,10016,"1,275",8.0,8.2,7.9,7.6,8.3,7.3,8.1,8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,(1.5 miles from center)
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,10017,874,8.8,9.1,8.9,8.7,9,8.2,8.5,9.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Hampton Inn Manhattan Chelsea,10011,781,8.6,8.8,8.5,8.3,8.9,8.2,8.6,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
Hampton Inn Times Square Central,10036,"2,443",8.8,9,8.8,8.5,9,8.2,8.5,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,(0.9 miles from center)
Lux 2 bedroom by Wall street,10038,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Bentley Hotel,10065,"1,507",7.8,8.1,7.8,7.3,8.2,7.3,4.4,7.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,(1.4 miles from center)
Madison LES Hotel,10002,6,8.6,8.3,8.8,8.3,9.2,7.9,8.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
The Watson Hotel,10019,"8,697",7.8,7.8,7.7,7.4,7.8,7.5,7.7,8.5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"(1,650 feet from center)"
DoubleTree by Hilton Metropolitan New York City,10022,"4,065",7.8,8,7.8,7.3,7.6,7.2,7.9,8.8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
East Village Apartments,10003,92,9.5,9.8,9.4,9.7,9.9,8.7,9.5,9.3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(3 miles from center)
Q&A Residential Hotel,10005,466,9.1,9.1,9.4,9.2,9,8.6,9.1,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,(4.3 miles from center)
DoubleTree by Hilton - Chelsea,10001,"1,544",7.9,7.9,7.7,7.3,8.4,7.4,8.1,8.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.6 miles from center)
Holiday Inn Express - Times Square,10018,"2,404",7.8,7.9,7.5,7.3,8.2,7.2,8.4,8.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1 miles from center)
Sheraton New York Times Square Hotel,0019 ,"1,873",7.6,7.8,7.5,7.3,7.5,6.6,5.1,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"(2,150 feet from center)"
Global Luxury Suites at 90 Washington,10006,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
The Gotham Hotel,10017,643,8.1,7.9,8.1,7.5,8.5,7.2,8,9.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.9 miles from center)
Hotel Edison Times Square,10036,"13,138",7.5,7.7,7.2,6.8,7.7,6.8,4.9,9.2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,(0.7 miles from center)
Hotel Belleclaire,10024,"2,891",7.8,8,7.5,7.2,8.4,7.2,7.5,8.7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
"Hampton Inn Manhattan-SoHo, NY",10013,"2,445",7.9,8,7.8,7.6,8.1,7.5,8.3,8.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Dream Downtown,10011,"1,575",7.8,8.1,7.6,7.8,7.7,6.7,7.7,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
Wingate by Wyndham Manhattan Midtown,10001,"1,462",7.6,7.4,7.5,7.1,7.4,7.1,7,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.2 miles from center)
Cassa Hotel Times Square,10018,"3,892",8.1,8.1,8.1,7.7,8.9,7.4,8.7,8.4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Shoreham Hotel,10019,"1,529",7.5,7.7,7,6.7,8,6.8,3.8,9.1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"(2,600 feet from center)"
Today House - Times Square North,10019,21,9.3,9.1,9.1,9.2,9.2,9.1,7.5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
Tiffini,10027,126,8.8,9,8.7,8.5,9.4,8.6,9.5,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
TS 3 Bed Lux Highrise,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
Your Home in Harlem,10027,149,8.9,9.2,9.1,8.8,9.5,8.9,9.1,8.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(3.1 miles from center)
Dylan Hotel NYC,10017,"1,487",7.9,7.9,7.8,7.4,8.1,7.5,8.6,9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
Empire Hotel,10023,"3,407",7.5,7.6,7.2,6.9,7.8,6.8,5,8.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"(1,300 feet from center)"
Home NYC,10026,101,9.7,9.8,9.9,9.9,9.9,9.6,10,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,(3 miles from center)
Private Room in Time Square,10036,68,9.0,8.8,8.2,8.6,9.6,8.8,9.6,9.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Millennium Broadway Times Square,10036,"3,536",7.8,7.6,7.7,7.3,7.9,7,7.9,9.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.8 miles from center)
Midtown East Deluxe 2 Bedroom Apartment,10022,21,7.5,7.8,7.8,7,7.3,6.6,7.5,8.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
TS 2 Bed Lux Highrise Super Loft,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
Moxy NYC Chelsea,10001,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.6 miles from center)
The Gatsby Hotel,10002,95,7.7,8,7.2,7,8.5,7.1,7.7,8.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(3.1 miles from center)
Hotel Central Fifth Avenue,10036,"1,850",7.6,7.7,7.1,6.8,7.7,7.1,8.6,9.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.9 miles from center)
Times Square Luxury two bedrooms apartment with private balcony,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
TS 2 Bed Lux Highrise Suite,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
Cachet Boutique Hotel NYC,10036,"1,318",7.9,8.1,7.9,7.6,8.1,7.3,8,8.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
La Quinta Inn & Suites New York City Central Park,10023,"3,015",7.5,7.8,6.7,6.9,8.2,6.9,8.3,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.6 miles from center)
Beautiful Manhattan Apartment,10128,15,7.7,7.7,7.2,7.5,8.8,6.8,8.3,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2 miles from center)
2 Bedroom Apt in Manhattan by tripintravel,10002,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,10018,"1,403",8.4,8.5,8,7.9,8.8,7.8,8.7,9.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.2 miles from center)
Holiday Inn Manhattan 6th Ave - Chelsea,10001,"2,190",7.6,7.8,7.3,7.1,8.1,7.1,7.9,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.7 miles from center)
Apartment in East Side,10016,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.4 miles from center)
"Modern,Cozy 3BDR/2BA Getaway in Upper East!",10028,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
West 17th Apartment 3,10011,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.1 miles from center)
TS 2 Bed Lux Highrise Suite,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
The Hotel @ New York City,10016,"3,852",7.5,7.7,7.6,7,7.3,7.3,6.9,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.7 miles from center)
"Perfect 3 BR, Midtown East, Doorman Apt",10022,14,7.2,7.7,6.8,6.8,7.2,7,7.5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
"Hudson New York, Central Park",10019,"9,620",7.2,7.4,6.5,6.8,7.5,6.3,7.8,8.7,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(1,000 feet from center)"
Washington Jefferson at Times Square,10019,"1,317",7.7,7.9,6.9,6.8,8.5,6.8,7.6,9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"(2,300 feet from center)"
Large UWS 3 Bedroom Duplex! Comfort & Convenience!,10025,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.9 miles from center)
East 69th Street Apartment,10021,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
NOVO417-2B,10022,0,0,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
TS 2 Bed Lux Highrise Corner Suite,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,(1 miles from center)
Heritage Hotel New York City,10010,"3,316",7.2,7.2,6.7,6.5,7.5,6.7,7.6,8.6,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
Solita Soho Hotel,10013,669,7.7,7.8,7.3,7,8.3,7.4,8.6,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
The Gallivant Times Square,10036,"6,556",7.2,7.2,6.9,6.6,7.1,6.6,7.7,9.1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"(3,100 feet from center)"
Concorde Hotel New York,10022,77,9.2,9.5,9.2,8.6,9.5,8.8,8.3,9.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(0.8 miles from center)
Times Square Lux Highrise,10036,104,7.0,6.9,7.1,7.1,6.7,6.3,8.8,8,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Days Inn by Wyndham Hotel New York City-Broadway,10025,"5,582",6.8,6.6,6.4,6.1,7.3,6.3,6.7,7.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.8 miles from center)
Global Luxury Suites at Symphony House,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(800 feet from center)
Westgate New York City,10017,"1,438",7.5,7.7,7.5,7,7.6,6.9,5.7,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,(1.4 miles from center)
Midtown East Spacious Apartment,10022,53,6.5,5.8,5.8,5.8,6.4,6.3,9,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.1 miles from center)
Amsterdam Court Hotel,10019,"1,861",7.3,7,6.6,6.3,8,6.7,4.9,9.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,"(2,600 feet from center)"
Hotel Stanford NYC,10001,"2,962",8.0,8,7.6,7.2,8.2,7.5,6.7,9.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,(1.4 miles from center)
Night Hotel Times Square,10036,"2,946",7.5,7.7,6.7,6.9,8,6.8,8.2,9.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
