name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Private Parking,Airport Shuttle (free),Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Baggage Storage,Laundry,Free WiFi,Air Conditioning,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Designated Smoking Area,Facilities for Disabled Guests,good Spa & Wellness Center,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Lafayette Street Apt 1,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.8 miles from center)
Lafayette Street Apt 2,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Downtown Grand Apartment,10002,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
1st Ave Apt 7,10009,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.8 miles from center)
Chrystie Street Apt 5,10002,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
AFFORDABLE LUXURY...Exclusive Living @ Its Best!,10034,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(7.5 miles from center)
East 14th Street Apt 5A,10009,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Bryant Park Studio Apartment Times Square South,10018,34,7.9,7.2,7.9,7.7,8.3,7.1,8.6,9.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Prince Street Apt 11,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
Prince Street Apt 9,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Madison Avenue Luxury Two Bedroom Apartments Next to Times Square,10016,55,7.1,7.6,6.4,6.8,7.5,6,7.7,8.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Delancey Street Apt 201,10002,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Midtown Times Square Apartment,10019,12,7.7,6.9,7.5,7.7,8.1,6.9,9.5,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,600 feet from center)"
"Designer luxurious 2 Bedroom Apartment with Gym, Doorman, Midtown EAST",10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
Furnished room,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
36 Hudson Hotel,10018,710,7.6,7.9,7.3,6.9,8.4,7.2,8,7.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.2 miles from center)
The Alicia,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,300 feet from center)"
Little Italy Penthouse,10013,18,7.9,7.7,7,7.8,8.8,7.4,8.8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Holmes Place II,10023,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(0.9 miles from center)
2 Bedroom Apartment Hell's Kitchen,10018,32,7.0,7.4,6.3,6.2,7.2,6,8.1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,150 feet from center)"
Two Bedrooms in New York,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,150 feet from center)"
Church Loft II,10007,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Murray Hill 2 Cozy Bedroom Apt,10017,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.4 miles from center)
Mott Street Apt 3B,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.9 miles from center)
Broome St. Apt 3W,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Apartamento East Village,10009,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
Alcove Studio in the Upper East Side,10075,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
The Manhattan at Times Square,10019,"8,229",6.9,6.4,6.6,6.2,7.3,6.1,8.9,1345,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"(2,300 feet from center)"
Global Luxury Suites at The Liane,10010,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.2 miles from center)
Spring Street Apt 6,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Park West Hotel,10025,588,7.0,7,6.2,6.1,7.9,6.6,4.8,7.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,(2.4 miles from center)
Manhattan Studio Apartments,10001,188,7.3,7.1,7,7,6.9,7,9.1,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Riverside Tower Hotel,10024,"2,219",7.2,7.2,6.1,6.1,8.2,7,8.3,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.2 miles from center)
Studio-Plus Apartment,10001,132,7.2,6.6,6.9,6.6,7.4,6.8,8.7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
West 4th Street III,10014,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.6 miles from center)
Two Bedroom Apartment - Madison Avenue,10016,27,7.2,6.8,6.5,6.3,8.1,6.3,8.8,9.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.4 miles from center)
The Ideal 2 Bedroom Getaway by Central Park UWS,10025,7,7.2,7.5,7.5,6.8,7.2,6.4,10,7.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2 miles from center)
"Apartment 63 Wall Street, Financial District (11)",10005,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Riverside Terrace,10024,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Elmwood Place,10025,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.9 miles from center)
Washington Heights 3 Bedroom,10033,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Mercer Loft,10012,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
Broadway Suite New York,10001,130,7.5,7.6,7,7,7.1,7.1,9.4,8.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
CITY ROOMS NYC - Chelsea,10001,810,8.0,8.2,7.1,7.3,9,7.3,8.3,8.9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.6 miles from center)
Chelsea Terrace II,10011,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.9 miles from center)
1585 2nd Avenue,10028,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Greenwich Village 2 bed 1 bath,10012,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.9 miles from center)
Union Terrace,10003,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
Luxurious Central Park South 2 Bedroom Apartment,10019,0,0,,,,,,,,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"(1,300 feet from center)"
PleasantHolidayNYC,10029,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(3.1 miles from center)
Jones Street Townhouse,10014,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.7 miles from center)
Manhattan Broadway Hotel,10018,"1,216",6.4,6.1,5.4,5.2,7.6,5.7,5.8,8.3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Tompkins Square II,10009,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.8 miles from center)
Global Luxury Suites in Murray Hill,10016,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
Upper East Studio Apartment,10075,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
East Village Place,10009,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
Sweet Spot In Manhattan!,10030,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
2 Bedroom Luxury Residence On Broadway Near Carnegie Hall,10019,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(1,300 feet from center)"
Chelsea Cabins,10001,"2,590",7.3,7.5,6,6.5,8.2,6.9,7.9,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
335 East Apartment #232444 Apts,10128,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
Two Bedroom Apartment - West 58th Street,10019,15,7.7,7.8,7.3,7.3,7.3,7.2,9.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"(1,650 feet from center)"
Midtown Suite New York,10001,"1,099",6.0,5.3,5.7,5.3,5.6,5.8,7.2,8.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
329 East Apartment #232480 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
NYC Cozy & spacious 3 bedroom 13 min time square,10031,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
329 East Apartment #232459 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
329 East Apartment #232399 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
335 East Apartment #232477 Apts,10128,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
Sunny & Luxurious West Village Residence - 3 Bedrooms!,10014,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3 miles from center)
East 81 Apartment #232473 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
339 East Apartment #232482 Apts,10128,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
East 94th Apartment #232466 Apts,10128,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,(2 miles from center)
337 East Apartment #232455 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
East 7th Street II,10003,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.8 miles from center)
Recently Renovated 3 Bedroom Apartment Manhattan #45,10002,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Time Square Home,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,150 feet from center)"
339 East Apartment #232483 Apts,10128,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
Harwood Way,10075,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
329 East Apartment #232474 Apts,10128,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(2.1 miles from center)
Central Park Studios @Lex,10029,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.5 miles from center)
Gotham City Rental (Unit 2),10036,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Bluebird Suites in Times Square,10036,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"(2,950 feet from center)"
Americana Inn,10018,"1,229",7.5,7.7,6.7,6.6,7.7,7.2,4.7,9.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,(1.1 miles from center)
Two Bedroom Chelsea/West Village Apartment,10011,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2 miles from center)
Places4stay Midtown South Comfort,10018,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
East 81 Studio #232478 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
Places4stay Times Square Luxury Apartment,10019,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(2,450 feet from center)"
East 81 Studio #232476 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,(1.6 miles from center)
Studio Apartment on 76 Street,10075,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
337 East Apartment #232415 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
337 East Apartment #232467 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
2 Bedroom Murray Hill Apartment,10016,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.7 miles from center)
NY Away - Luxury Apartments in the Financial District,10005,23,6.1,6.3,6.1,6,5.3,5.4,7.5,7.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
East 81 Studio #232468 Apts,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
Zen Artist 2Bed/1Bath in Prime Upper East Side!,10021,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
Times Square West Midtown Apartment,10018,49,7.2,6.7,6.9,6.9,7.8,6.4,7.9,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
The Mansfield Hotel,10036,755,7.3,7.4,6.7,6.5,7.7,6.6,4.6,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,(0.9 miles from center)
7th Avenue House #32077 Home,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(1.1 miles from center)
229 East 28th Street,10016,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.8 miles from center)
Three Bedroom Apartment with City View - Lincoln Center,10023,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.6 miles from center)
"Brand New, Luxury Alcove Studio , full service building",10024,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
The Nomad Suites,10001,142,7.5,7.3,7.2,7.3,7.3,7.2,7.3,8.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Fabulous 2Bed 2Bath - Gym-Doorman-Roof-Playroom-High end,10022,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.3 miles from center)
Studio Plus - Apartment Suites,10001,223,7.1,6.7,6.8,6.4,7.4,6.7,8.3,8.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.5 miles from center)
Heart of Lower Manhattan,10013,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Seventh Avenue House #229747 Home,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(1.1 miles from center)
NYC apartments amazing location,10001,27,7.2,6.9,6.3,6.2,8,6.6,6.3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
Central Park Overlook,10025,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.2 miles from center)
East 81 Street Studio #232465 Home,10028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,(1.6 miles from center)
Seventh Avenue House #71125 Home,10018,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(1.1 miles from center)
Midtown West Hotel,10001,"1,710",6.7,6.9,5.8,5.8,7.6,6.1,7.6,8.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(1.5 miles from center)
Places4stay Upper West Side Luxury,10024,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
East Side 3 bedroom 2 bathroom (7),10022,22,7.7,8,6.7,6.8,8.3,7.2,10,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
One Bedroom Apartment - Upper East Side,10029,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.1 miles from center)
Midtown West Best,10019,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,450 feet from center)"
